사사기,14 ,1,삼손은 팀나로 내려갔다가 팀나에서 블레셋 여자 하나를 보았다. 
사사기,14 ,2," 그가 올라와서 아버지와 어머니에게 “제가 팀나에서 블레셋 여자 하나를 보아 두었으니, 그 여자를 제 아내로 얻어 주십시오” 하고 말했다. "
사사기,14 ,3," 그러자 그의 아버지와 어머니가 말했다. “네 친족들과 우리의 온 백성 가운데서 여자를 찾을 수 없어서, 할례받지 않은 블레셋 사람들에게 가서 아내를 얻어야 한단 말이냐?” 그래도 삼손은 아버지에게 말했다. “그 여자를 제 아내로 얻어 주십시오. 그 여자가 마음에 듭니다.” "
사사기,14 ,4," 그의 아버지와 어머니는 그것이 여호와로 말미암은 일이라는 것을 깨닫지 못했다. 그때에 블레셋 사람들이 이스라엘을 다스리고 있었으므로, 그분이 블레셋 사람들을 칠 기회를 찾고 계셨던 것이다."
사사기,14 ,5," 그리하여 삼손이 아버지와 어머니와 함께 팀나로 내려갔다. 그가 팀나의 포도원에 이르렀을 때에, 사자 한 마리가 나타나 그에게 으르렁거렸다. "
사사기,14 ,6," 그때에 여호와의 영이 그에게 힘을 주자, 그가 새끼 염소를 둘로 찢듯이 맨손으로 사자를 둘로 찢어 버렸다. 그러나 그는 자기가 한 일을 아버지나 어머니에게 알리지 않았다. "
사사기,14 ,7, 그런 다음 삼손이 내려가 그 여자와 이야기를 나누었다. 그 여자는 여전히 삼손의 눈에 들었다.
사사기,14 ,8," 얼마 후에 그가 그 여자를 집으로 데려오려고 그곳으로 다시 가다가 길을 벗어나 죽은 사자가 있는 곳으로 가 보았더니, 사자의 시체에 벌 떼와 꿀이 있었다. "
사사기,14 ,9," 그래서 그가 그 꿀을 따서 손에 올려놓고 걸어가면서 먹었다. 그가 아버지와 어머니를 다시 만나, 그들에게 얼마를 주어서 그들도 먹었다. 그러나 그 꿀이 사자의 시체에서 딴 것이라고는 말하지 않았다."
사사기,14 ,10," 삼손의 아버지는 그 여자에게 내려갔고, 삼손은 젊은이들이 하는 풍습대로 거기서 연회를 베풀었다. "
사사기,14 ,11," 사람들은 그를 보자, 신랑 들러리 30명을 데려다가 그와 자리를 같이하게 했다. "
사사기,14 ,12," 그때에 삼손이 그들에게 말했다. “내가 당신들에게 수수께끼를 하나 내겠소. 연회를 베푸는 7일 동안에 당신들이 수수께끼를 풀고 나에게 답을 말하면, 내가 당신들에게 아마포 옷 30벌과 겉옷 30벌을 주겠소. "
사사기,14 ,13," 그러나 답을 말하지 못하면, 당신들이 나에게 아마포 옷 30벌과 겉옷 30벌을 주어야 하오.” 그들이 그에게 말했다. “그 수수께끼를 내 보시오. 한번 들어 봅시다.” "
사사기,14 ,14, 그래서 삼손이 그들에게 말했다.
사사기,14 ,15,은 3일 동안 그 수수께끼를 풀지 못했다. 
사사기,14 ,16, 4일째 되던 날에 그들이 삼손의 아내에게 말했다. “당신의 남편을 꾀어 그 수수께끼의 답을 알아내서 우리에게 알려 주시오. 그러지 않으면 우리가 당신과 당신 아버지의 집을 불태워 버릴 것이오. 당신들이 우리의 재산을 차지하려고 우리를 여기에 초대한 것이오?” 
사사기,14 ,17," 그래서 삼손의 아내가 울며 그에게 말했다. “당신은 나를 미워하기만 하지, 사랑하지는 않아요. 당신이 내 백성에게 수수께끼를 내고도, 나에게 그 답을 알려 주지 않았어요.” 그러자 삼손이 그에게 말했다. “내 아버지와 어머니에게도 답을 알려 주지 않았는데, 어찌 당신이라고 알려 주겠소?” "
사사기,14 ,18," 그러나 그는 7일 동안 열리는 그 연회가 끝나는 날까지 삼손 곁에서 줄곧 울어 댔다. 그가 삼손에게 졸라 대는 바람에, 7일째 되던 날 마침내 삼손이 그에게 답을 알려 주고 말았다. 그러자 그가 자기 백성에게 수수께끼의 답을 알려 주었다. "
사사기,14 ,19, 7일째 되던 날 해가 지기 전에 그 도시 사람들이 그에게 말했다.
사사기,14 ,20,이 그들에게 대답했다.
사사기,14 ,21," 그때에 여호와의 영이 그에게 힘을 주자, 그가 아스글론으로 내려가서 그곳 사람 30명을 쳐 죽이고 그들의 옷을 가져다가 수수께끼의 답을 말한 사람들에게 그 옷을 주었다. 그러고는 몹시 화를 내며 아버지의 집으로 돌아가 버렸다."
사사기,14 ,22, 삼손의 아내는 삼손과 자리를 같이한 신랑 들러리 중 한 사람의 아내가 되었다.
