다니엘,4 ,1,“느부갓네살 왕이 온 땅에 사는 모든 민족과 나라와 언어에 속한 사람들에게 말한다. 너희에게 평화가 넘치기 바란다! 
다니엘,4 ,2, 가장 높으신 하느님께서 내게 행하신 표징과 놀라운 일을 선포하게 되어 기쁘다. 
다니엘,4 ,3," 그분의 표징은 참으로 위대하며, 그분의 놀라운 일은 참으로 강력하다! 그분의 왕국은 영원한 왕국이며, 그분의 통치권은 대대에 이른다."
다니엘,4 ,4, 나 느부갓네살은 집에서 편안히 지내며 궁전에서 영화를 누리고 있었다. 
다니엘,4 ,5," 그러다가 내가 무서운 꿈을 꾸었는데, 침대에 누워 있을 때 머릿속에 나타난 영상과 환상 때문에 몹시 두려웠다. "
다니엘,4 ,6, 그래서 그 꿈의 해석을 들으려고 바빌론의 지혜자들을 모두 내 앞에 불러들이라고 명령했다.
다니엘,4 ,7, 그러자 주술을 행하는 제사장들과 강신술사들과 칼데아 사람들과 점성술사들이 나아왔다. 내가 꿈을 이야기해 주었지만 그들은 해석하지 못했다. 
다니엘,4 ,8, 마침내 다니엘이 내 앞에 나아왔다. 내 신의 이름을 따서 벨드사살이라 불리는 그는 거룩한 신들의 영을 지닌 사람이다. 그래서 내가 그에게 꿈을 이야기해 주었다.
다니엘,4 ,9," ‘주술을 행하는 제사장들의 우두머리 벨드사살아, 나는 네가 거룩한 신들의 영을 지녔으며 네게는 어떤 비밀도 어렵지 않은 줄을 잘 안다. 그러니 내가 꿈에서 본 환상과 그 해석을 설명해 보아라."
다니엘,4 ,10," 내가 침대에 누워 있을 때 머릿속에 환상이 나타났는데, 땅 한가운데에 키가 엄청나게 큰 나무 한 그루가 있었다. "
다니엘,4 ,11," 나무는 자라서 강해지더니, 꼭대기가 하늘에 닿아 온 땅의 끝에서도 보였다. "
다니엘,4 ,12," 그 나무는 잎이 아름답고 열매가 풍부하여, 모두가 먹을 양식을 냈다. 들의 짐승들이 그 나무 아래에서 그늘을 찾고, 하늘의 새들이 그 가지에 깃들이며, 모든 생물이 그 나무에서 먹이를 얻었다."
다니엘,4 ,13," 내가 침대에 누워 머릿속에 나타난 환상을 보고 있는데, 한 순찰자, 한 거룩한 자가 하늘에서 내려오는 것이었다. "
다니엘,4 ,14," 그는 큰 소리로 이렇게 외쳤다. “그 나무를 찍어 넘어뜨리고 가지를 잘라 버리며 잎을 떨어 버리고 열매를 흩어 버려라! 짐승들을 그 아래에서, 새들을 그 가지에서 쫓아 버려라. "
다니엘,4 ,15," 그러나 그루터기는 뿌리와 함께 땅에 남겨 두어 쇠줄과 구리줄로 동여서 들풀 가운데 두어라. 그것이 하늘의 이슬에 젖고, 땅의 초목 가운데서 짐승들과 함께 있도록 내버려 두어라. "
다니엘,4 ,16," 또 그 마음이 인간의 마음에서 짐승의 마음으로 변하게 하고, 일곱 때가 지나가게 하여라. "
다니엘,4 ,17," 이것은 순찰자들이 명령한 것이며, 이 판결은 거룩한 자들이 선포한 것이다. 이는 가장 높으신 분이 인간 왕국의 통치자이며, 누구든 그분이 원하는 자에게 그 왕국을 주시고 가장 낮은 사람이라도 그 위에 세우시는 분이라는 것을 살아 있는 자들이 알게 하려는 것이다.”"
다니엘,4 ,18," 이것이 나 느부갓네살 왕이 본 꿈이다. 벨드사살아, 이제 이 꿈을 해석해 보아라. 내 왕국의 다른 지혜자들은 아무도 해석하지 못했다. 그러나 너는 거룩한 신들의 영을 지녔으니, 할 수 있을 것이다.’"
다니엘,4 ,19, 그러자 벨드사살이라고 불리는 다니엘은 잠시 놀라며 두려운 생각에 사로잡혔다.
다니엘,4 ,20," 말했다. ‘벨드사살아, 그 꿈과 해석 때문에 두려워하지 마라.’"
다니엘,4 ,21,"사살이 대답했다. ‘내 주여, 그 꿈이 왕을 미워하는 자들에 대한 것이고, 그 해석이 왕의 적들에 대한 것이기를 바랍니다."
다니엘,4 ,22," 왕께서 보신 그 나무는 크고 강해져서 꼭대기가 하늘에 닿아 온 땅에서 보였고, "
다니엘,4 ,23," 잎이 아름답고 열매가 풍부하여, 모두가 먹을 양식을 냈습니다. 들의 짐승들이 그 나무 아래에 거하고, 하늘의 새들이 그 가지에 깃들였으니, "
다니엘,4 ,24," 왕이여, 그 나무는 바로 왕이십니다. 왕께서는 크고 강해지셨고, 왕의 위대함은 커져서 하늘까지 닿았으며, 왕의 통치권은 땅끝까지 이르렀습니다."
