욥기,21 ,1,욥이 말을 받았다.
욥기,21 ,2,2 “내가 하는 말을 주의 깊이 듣게.
욥기,21 ,3,렇게 하여 나를 위로해 주게나.
욥기,21 ,4,3 내가 말하는 동안 참아 주게나.
욥기,21 ,5, 말이 끝나면 나를 조롱해도 좋네.
욥기,21 ,6,4 내가 사람에게 불평하고 있나?
욥기,21 ,7,렇다면 내가 참을성을 잃지 않겠는가?
욥기,21 ,8,4 그런데도 참하느님께 이렇게 말하지.
욥기,21 ,9,우리를 내버려 두십시오!
욥기,21 ,10,는 당신의 길을 알고 싶지 않습니다.
욥기,21 ,11, 전능자가 누구이기에 우리가 그를 섬겨야 합니까?
욥기,21 ,12, 안다고 해서 무슨 이득이 있습니까?’
욥기,21 ,13, 그러나 그들의 번영이 그들 자신에게 달려 있는 것이 아님을 나는 알고 있네.
욥기,21 ,14, 자들의 생각은 나와는 거리가 멀다네.
욥기,21 ,15, 악한 자들의 등불이 자주 꺼지던가?
욥기,21 ,16,에게 재난이 자주 닥치던가?
욥기,21 ,17,님께서 분노하여 그들에게 멸망을 자주 내리시던가?
욥기,21 ,18, 하느님께서는 사람이 받을 벌을 그 아들들을 위해 쌓아 두실 것이네.
욥기,21 ,19,나 그가 깨닫도록 하느님께서 그에게 갚으시기를.
욥기,21 ,20, 자네들은 ‘탁월한 자의 집이 어디 있나?
욥기,21 ,21,이 하는 말을 주의 깊이 살펴보지 않는가?
욥기,21 ,22, 앞선 무수히 많은 사람처럼 말이네.
욥기,21 ,23, 그런데 자네들은 어째서 나를 헛되이 위로하는가?
욥기,21 ,24,들의 대답에는 속임수밖에 없다네!”
